00:12:53:760			outinfectious			-6.52827e-05
00:12:54:661			outinfectious			3.47173e-05
00:12:56:355			outinfectious			-6.52827e-05
00:12:57:256			outinfectious			3.47173e-05
00:12:58:951			outinfectious			-6.52827e-05
00:12:59:852   		outinfectious			3.47173e-05
00:13:01:546			outinfectious			-6.52827e-05
00:13:02:447			outinfectious			3.47173e-05
00:13:04:142			outinfectious			-6.52827e-05
00:13:05:043			outinfectious			3.47173e-05
00:13:06:737   		outinfectious			-6.52827e-05
00:13:07:638			outinfectious			3.47173e-05
00:13:09:332			outinfectious			-6.52827e-05
00:13:10:233			outinfectious			3.47173e-05
00:13:11:928			outinfectious			-6.52827e-05
00:13:12:829			outinfectious			3.47173e-05
00:13:14:523			outinfectious			-6.52827e-05
00:13:15:424			outinfectious			3.47173e-05
00:13:17:119			outinfectious			-6.52827e-05
00:13:18:020			outinfectious			3.47173e-05
00:13:19:714   		outinfectious			-6.52827e-05
00:13:20:615			outinfectious			3.47173e-05
00:13:22:309			outinfectious			-6.52827e-05
00:13:23:2118			outinfectious			3.47173e-05
00:13:24:905   		outinfectious			-6.52827e-05
00:13:25:806			outinfectious			3.47173e-05
00:13:27:500			outinfectious			-6.52827e-05
00:13:28:401			outinfectious			3.47173e-05
00:13:30:096			outinfectious			-6.52827e-05
00:13:30:997			outinfectious			3.47173e-05
00:13:32:691			outinfectious			-6.52827e-05
00:13:33:592			outinfectious			3.47173e-05
00:13:35:2871			outinfectious			-6.52827e-05
00:13:36:188			outinfectious			3.47173e-05
00:13:37:882			outinfectious			-6.52827e-05
00:13:38:783			outinfectious			3.47173e-05
00:13:40:477			outinfectious			-6.52827e-05
00:13:41:378   		outinfectious			3.47173e-05
00:13:43:073			outinfectious			-6.52827e-05
00:13:43:974			outinfectious			3.47173e-05
00:13:45:668			outinfectious			-6.52827e-05
00:13:46:569			outinfectious			3.47173e-05
00:13:48:264   		outinfectious			-6.52827e-05
00:13:49:165			outinfectious			3.47173e-05
00:13:50:859			outinfectious			-6.52827e-05
00:13:51:760			outinfectious			3.47173e-05
00:13:53:454			outinfectious			-6.52827e-05
00:13:54:3569			outinfectious			3.47173e-05
00:13:56:050			outinfectious			-6.52827e-05
00:13:56:951			outinfectious			3.47173e-05
00:13:58:645			outinfectious			-6.52827e-05
00:13:59:546			outinfectious			3.47173e-05
00:14:01:241			outinfectious			-6.52827e-05
00:14:02:142			outinfectious			3.47173e-05
00:14:03:836			outinfectious			-6.52827e-05
00:14:04:737			outinfectious			3.47173e-05
00:14:06:4323			outinfectious			-6.52827e-05
00:14:07:333			outinfectious			3.47173e-05
00:14:09:027			outinfectious			-6.52827e-05
00:14:09:928			outinfectious			3.47173e-05
00:14:11:622			outinfectious			-6.52827e-05
00:14:12:523			outinfectious			3.47173e-05
00:14:14:218			outinfectious			-6.52827e-05
00:14:15:119			outinfectious			3.47173e-05
00:14:16:813			outinfectious			-6.52827e-05
00:14:17:714			outinfectious			3.47173e-05
00:14:19:409			outinfectious			-6.52827e-05
00:14:20:310			outinfectious			3.47173e-05
00:14:22:004			outinfectious			-6.52827e-05
00:14:22:905   		outinfectious			3.47173e-05
00:14:24:599			outinfectious			-6.52827e-05
00:14:25:501			outinfectious			3.47173e-05
00:14:27:195			outinfectious			-6.52827e-05
00:14:28:096			outinfectious			3.47173e-05
00:14:29:790   		outinfectious			-6.52827e-05
00:14:30:691			outinfectious			3.47173e-05
00:14:32:386			outinfectious			-6.52827e-05
00:14:33:287			outinfectious			3.47173e-05
00:14:34:981			outinfectious			-6.52827e-05
00:14:35:882			outinfectious			3.47173e-05
00:14:37:5774			outinfectious			-6.52827e-05
00:14:38:478			outinfectious			3.47173e-05
00:14:40:172			outinfectious			-6.52827e-05
00:14:41:073			outinfectious			3.47173e-05
00:14:42:767			outinfectious			-6.52827e-05
00:14:43:668			outinfectious			3.47173e-05
00:14:45:363			outinfectious			-6.52827e-05
00:14:46:264   		outinfectious			3.47173e-05
00:14:47:958			outinfectious			-6.52827e-05
00:14:48:859			outinfectious			3.47173e-05
00:14:50:554			outinfectious			-6.52827e-05
00:14:51:455			outinfectious			3.47173e-05
00:14:53:149			outinfectious			-6.52827e-05
00:14:54:050			outinfectious			3.47173e-05
00:14:55:744			outinfectious			-6.52827e-05
00:14:56:646			outinfectious			3.47173e-05
00:14:58:340			outinfectious			-6.52827e-05
00:14:59:241			outinfectious			3.47173e-05
00:15:00:935			outinfectious			-6.52827e-05
00:15:01:836			outinfectious			3.47173e-05
00:15:03:531			outinfectious			-6.52827e-05
00:15:04:432   		outinfectious			3.47173e-05
00:15:06:126			outinfectious			-6.52827e-05
00:15:07:027			outinfectious			3.47173e-05
00:15:08:7228			outinfectious			-6.52827e-05
00:15:09:623   		outinfectious			3.47173e-05
00:15:11:317   		outinfectious			-6.52827e-05
00:15:12:218			outinfectious			3.47173e-05
00:15:13:912			outinfectious			-6.52827e-05
00:15:14:813			outinfectious			3.47173e-05
00:15:16:508			outinfectious			-6.52827e-05
00:15:17:409			outinfectious			3.47173e-05
00:15:19:103			outinfectious			-6.52827e-05
00:15:20:004			outinfectious			3.47173e-05
00:15:21:699			outinfectious			-6.52827e-05
00:15:22:600			outinfectious			3.47173e-05
00:15:24:294			outinfectious			-6.52827e-05
00:15:25:195			outinfectious			3.47173e-05
00:15:26:889			outinfectious			-6.52827e-05
00:15:27:7911			outinfectious			3.47173e-05
00:15:29:485			outinfectious			-6.52827e-05
00:15:30:386			outinfectious			3.47173e-05
00:15:32:080			outinfectious			-6.52827e-05
00:15:32:981			outinfectious			3.47173e-05
00:15:34:676			outinfectious			-6.52827e-05
00:15:35:577			outinfectious			3.47173e-05
00:15:37:271			outinfectious			-6.52827e-05
00:15:38:172			outinfectious			3.47173e-05
00:15:39:8673			outinfectious			-6.52827e-05
00:15:40:768			outinfectious			3.47173e-05
00:15:42:462			outinfectious			-6.52827e-05
00:15:43:363			outinfectious			3.47173e-05
00:15:45:057			outinfectious			-6.52827e-05
00:15:45:958   		outinfectious			3.47173e-05
00:15:47:653			outinfectious			-6.52827e-05
00:15:48:554			outinfectious			3.47173e-05
00:15:50:248			outinfectious			-6.52827e-05
00:15:51:149			outinfectious			3.47173e-05
00:15:52:844   		outinfectious			-6.52827e-05
00:15:53:745			outinfectious			3.47173e-05
00:15:55:439			outinfectious			-6.52827e-05
00:15:56:340			outinfectious			3.47173e-05
00:15:58:034			outinfectious			-6.52827e-05
00:15:58:9361			outinfectious			3.47173e-05
00:16:00:630			outinfectious			-6.52827e-05
00:16:01:531			outinfectious			3.47173e-05
00:16:03:225			outinfectious			-6.52827e-05
00:16:04:126			outinfectious			3.47173e-05
00:16:05:821			outinfectious			-6.52827e-05
00:16:06:722			outinfectious			3.47173e-05
00:16:08:416			outinfectious			-6.52827e-05
00:16:09:317   		outinfectious			3.47173e-05
00:16:11:0125			outinfectious			-6.52827e-05
00:16:11:913			outinfectious			3.47173e-05
00:16:13:607   		outinfectious			-6.52827e-05
00:16:14:508			outinfectious			3.47173e-05
00:16:16:202			outinfectious			-6.52827e-05
00:16:17:103			outinfectious			3.47173e-05
00:16:18:798			outinfectious			-6.52827e-05
00:16:19:699			outinfectious			3.47173e-05
00:16:21:393			outinfectious			-6.52827e-05
00:16:22:294			outinfectious			3.47173e-05
00:16:23:989   		outinfectious			-6.52827e-05
00:16:24:890			outinfectious			3.47173e-05
00:16:26:584			outinfectious			-6.52827e-05
00:16:27:485   		outinfectious			3.47173e-05
00:16:29:179			outinfectious			-6.52827e-05
00:16:30:0812			outinfectious			3.47173e-05
00:16:31:775			outinfectious			-6.52827e-05
00:16:32:676			outinfectious			3.47173e-05
00:16:34:370   		outinfectious			-6.52827e-05
00:16:35:271			outinfectious			3.47173e-05
00:16:36:966			outinfectious			-6.52827e-05
00:16:37:867			outinfectious			3.47173e-05
00:16:39:561			outinfectious			-6.52827e-05
00:16:40:462			outinfectious			3.47173e-05
00:16:42:1576			outinfectious			-6.52827e-05
00:16:43:058			outinfectious			3.47173e-05
00:16:44:752			outinfectious			-6.52827e-05
00:16:45:653			outinfectious			3.47173e-05
00:16:47:347			outinfectious			-6.52827e-05
00:16:48:248			outinfectious			3.47173e-05
00:16:49:943			outinfectious			-6.52827e-05
00:16:50:844   		outinfectious			3.47173e-05
00:16:52:538			outinfectious			-6.52827e-05
00:16:53:439			outinfectious			3.47173e-05
00:16:55:134			outinfectious			-6.52827e-05
00:16:56:035			outinfectious			3.47173e-05
00:16:57:729   		outinfectious			-6.52827e-05
00:16:58:630			outinfectious			3.47173e-05
00:17:00:324			outinfectious			-6.52827e-05
00:17:01:2265			outinfectious			3.47173e-05
00:17:02:920			outinfectious			-6.52827e-05
00:17:03:821			outinfectious			3.47173e-05
00:17:05:515			outinfectious			-6.52827e-05
00:17:06:416   		outinfectious			3.47173e-05
00:17:08:111			outinfectious			-6.52827e-05
00:17:09:012			outinfectious			3.47173e-05
00:17:10:706			outinfectious			-6.52827e-05
00:17:11:607			outinfectious			3.47173e-05
00:17:13:3027			outinfectious			-6.52827e-05
00:17:14:203			outinfectious			3.47173e-05
00:17:15:897   		outinfectious			-6.52827e-05
00:17:16:798			outinfectious			3.47173e-05
00:17:18:492			outinfectious			-6.52827e-05
00:17:19:393			outinfectious			3.47173e-05
00:17:21:088			outinfectious			-6.52827e-05
00:17:21:989			outinfectious			3.47173e-05
00:17:23:683			outinfectious			-6.52827e-05
00:17:24:584			outinfectious			3.47173e-05
00:17:26:279			outinfectious			-6.52827e-05
00:17:27:180			outinfectious			3.47173e-05
00:17:28:874			outinfectious			-6.52827e-05
00:17:29:775			outinfectious			3.47173e-05
00:17:31:47001			outinfectious			-6.52827e-05
00:17:32:3715			outinfectious			3.47173e-05
00:17:34:065			outinfectious			-6.52827e-05
00:17:34:966			outinfectious			3.47173e-05
00:17:36:660			outinfectious			-6.52827e-05
00:17:37:561			outinfectious			3.47173e-05
00:17:39:256   		outinfectious			-6.52827e-05
00:17:40:157			outinfectious			3.47173e-05
00:17:41:851			outinfectious			-6.52827e-05
00:17:42:752			outinfectious			3.47173e-05
00:17:44:4479			outinfectious			-6.52827e-05
00:17:45:348   		outinfectious			3.47173e-05
00:17:47:042			outinfectious			-6.52827e-05
00:17:47:943			outinfectious			3.47173e-05
00:17:49:637			outinfectious			-6.52827e-05
00:17:50:538			outinfectious			3.47173e-05
00:17:52:233			outinfectious			-6.52827e-05
00:17:53:134			outinfectious			3.47173e-05
00:17:54:828			outinfectious			-6.52827e-05
00:17:55:729			outinfectious			3.47173e-05
00:17:57:424			outinfectious			-6.52827e-05
00:17:58:325			outinfectious			3.47173e-05
00:18:00:019			outinfectious			-6.52827e-05
00:18:00:920			outinfectious			3.47173e-05
00:18:02:61508			outinfectious			-6.52827e-05
00:18:03:5166			outinfectious			3.47173e-05
00:18:05:210			outinfectious			-6.52827e-05
00:18:06:111			outinfectious			3.47173e-05
00:18:07:805			outinfectious			-6.52827e-05
00:18:08:706			outinfectious			3.47173e-05
00:18:10:401			outinfectious			-6.52827e-05
00:18:11:302			outinfectious			3.47173e-05
00:18:12:996			outinfectious			-6.52827e-05
00:18:13:897			outinfectious			3.47173e-05
00:18:15:592			outinfectious			-6.52827e-05
00:18:16:493			outinfectious			3.47173e-05
00:18:18:187			outinfectious			-6.52827e-05
00:18:19:088			outinfectious			3.47173e-05
00:18:20:782			outinfectious			-6.52827e-05
00:18:21:683			outinfectious			3.47173e-05
00:18:23:378			outinfectious			-6.52827e-05
00:18:24:279			outinfectious			3.47173e-05
00:18:25:973			outinfectious			-6.52827e-05
00:18:26:874   		outinfectious			3.47173e-05
00:18:28:569			outinfectious			-6.52827e-05
00:18:29:470			outinfectious			3.47173e-05
00:18:31:164			outinfectious			-6.52827e-05
00:18:32:065			outinfectious			3.47173e-05
00:18:33:7604			outinfectious			-6.52827e-05
00:18:34:6619			outinfectious			3.47173e-05
00:18:36:355			outinfectious			-6.52827e-05
00:18:37:256			outinfectious			3.47173e-05
00:18:38:950			outinfectious			-6.52827e-05
00:18:39:851			outinfectious			3.47173e-05
00:18:41:546			outinfectious			-6.52827e-05
00:18:42:447			outinfectious			3.47173e-05
00:18:44:141			outinfectious			-6.52827e-05
00:18:45:042   		outinfectious			3.47173e-05
00:18:46:7371			outinfectious			-6.52827e-05
00:18:47:638			outinfectious			3.47173e-05
00:18:49:332			outinfectious			-6.52827e-05
00:18:50:233			outinfectious			3.47173e-05
00:18:51:927   		outinfectious			-6.52827e-05
00:18:52:828			outinfectious			3.47173e-05
00:18:54:523			outinfectious			-6.52827e-05
00:18:55:424			outinfectious			3.47173e-05
00:18:57:118			outinfectious			-6.52827e-05
00:18:58:019			outinfectious			3.47173e-05
00:18:59:714			outinfectious			-6.52827e-05
00:19:00:615			outinfectious			3.47173e-05
00:19:02:309			outinfectious			-6.52827e-05
00:19:03:210			outinfectious			3.47173e-05
00:19:04:9054			outinfectious			-6.52827e-05
00:19:05:8069			outinfectious			3.47173e-05
00:19:07:500			outinfectious			-6.52827e-05
00:19:08:401   		outinfectious			3.47173e-05
00:19:10:095			outinfectious			-6.52827e-05
00:19:10:996			outinfectious			3.47173e-05
00:19:12:691			outinfectious			-6.52827e-05
00:19:13:592			outinfectious			3.47173e-05
00:19:15:286   		outinfectious			-6.52827e-05
00:19:16:187			outinfectious			3.47173e-05
00:19:17:8823			outinfectious			-6.52827e-05
00:19:18:783			outinfectious			3.47173e-05
00:19:20:477			outinfectious			-6.52827e-05
00:19:21:378			outinfectious			3.47173e-05
00:19:23:072			outinfectious			-6.52827e-05
00:19:23:973			outinfectious			3.47173e-05
00:19:25:668			outinfectious			-6.52827e-05
00:19:26:569			outinfectious			3.47173e-05
00:19:28:263			outinfectious			-6.52827e-05
00:19:29:164			outinfectious			3.47173e-05
00:19:30:859			outinfectious			-6.52827e-05
00:19:31:760			outinfectious			3.47173e-05
00:19:33:454   		outinfectious			-6.52827e-05
00:19:34:355			outinfectious			3.47173e-05
00:19:36:0505			outinfectious			-6.52827e-05
00:19:36:951			outinfectious			3.47173e-05
00:19:38:645			outinfectious			-6.52827e-05
00:19:39:546			outinfectious			3.47173e-05
00:19:41:240			outinfectious			-6.52827e-05
00:19:42:141			outinfectious			3.47173e-05
00:19:43:836			outinfectious			-6.52827e-05
00:19:44:737			outinfectious			3.47173e-05
00:19:46:431			outinfectious			-6.52827e-05
00:19:47:332			outinfectious			3.47173e-05
00:19:49:027			outinfectious			-6.52827e-05
00:19:49:928   		outinfectious			3.47173e-05
00:19:51:622			outinfectious			-6.52827e-05
00:19:52:523			outinfectious			3.47173e-05
00:19:54:217			outinfectious			-6.52827e-05
00:19:55:118			outinfectious			3.47173e-05
00:19:56:813   		outinfectious			-6.52827e-05
00:19:57:714			outinfectious			3.47173e-05
00:19:59:408			outinfectious			-6.52827e-05
00:20:00:309			outinfectious			3.47173e-05
00:20:02:004			outinfectious			-6.52827e-05
00:20:02:905			outinfectious			3.47173e-05
00:20:04:599			outinfectious			-6.52827e-05
00:20:05:500			outinfectious			3.47173e-05
00:20:07:1958			outinfectious			-6.52827e-05
00:20:08:0963			outinfectious			3.47173e-05
00:20:09:790   		outinfectious			-6.52827e-05
00:20:10:691			outinfectious			3.47173e-05
00:20:12:385			outinfectious			-6.52827e-05
00:20:13:286			outinfectious			3.47173e-05
00:20:14:981   		outinfectious			-6.52827e-05
00:20:15:882			outinfectious			3.47173e-05
00:20:17:576			outinfectious			-6.52827e-05
00:20:18:477			outinfectious			3.47173e-05
00:20:20:172			outinfectious			-6.52827e-05
00:20:21:073			outinfectious			3.47173e-05
00:20:22:767			outinfectious			-6.52827e-05
00:20:23:668			outinfectious			3.47173e-05
00:20:25:362			outinfectious			-6.52827e-05
00:20:26:263			outinfectious			3.47173e-05
00:20:27:958			outinfectious			-6.52827e-05
00:20:28:859			outinfectious			3.47173e-05
00:20:30:553			outinfectious			-6.52827e-05
00:20:31:454   		outinfectious			3.47173e-05
00:20:33:149			outinfectious			-6.52827e-05
00:20:34:050			outinfectious			3.47173e-05
00:20:35:744			outinfectious			-6.52827e-05
00:20:36:645			outinfectious			3.47173e-05
00:20:38:3408			outinfectious			-6.52827e-05
00:20:39:2413			outinfectious			3.47173e-05
00:20:40:935			outinfectious			-6.52827e-05
00:20:41:836			outinfectious			3.47173e-05
00:20:43:530			outinfectious			-6.52827e-05
00:20:44:431			outinfectious			3.47173e-05
00:20:46:126			outinfectious			-6.52827e-05
00:20:47:027			outinfectious			3.47173e-05
00:20:48:721			outinfectious			-6.52827e-05
00:20:49:622			outinfectious			3.47173e-05
00:20:51:317			outinfectious			-6.52827e-05
00:20:52:218   		outinfectious			3.47173e-05
00:20:53:912			outinfectious			-6.52827e-05
00:20:54:813			outinfectious			3.47173e-05
00:20:56:507			outinfectious			-6.52827e-05
00:20:57:409514			outinfectious			3.47173e-05
00:20:59:103			outinfectious			-6.52827e-05
00:21:00:004   		outinfectious			3.47173e-05
00:21:01:698			outinfectious			-6.52827e-05
00:21:02:599			outinfectious			3.47173e-05
00:21:04:294			outinfectious			-6.52827e-05
00:21:05:195			outinfectious			3.47173e-05
00:21:06:889			outinfectious			-6.52827e-05
00:21:07:790			outinfectious			3.47173e-05
00:21:09:4851			outinfectious			-6.52827e-05
00:21:10:3866			outinfectious			3.47173e-05
00:21:12:080			outinfectious			-6.52827e-05
00:21:12:981			outinfectious			3.47173e-05
00:21:14:675			outinfectious			-6.52827e-05
00:21:15:576			outinfectious			3.47173e-05
00:21:17:271			outinfectious			-6.52827e-05
00:21:18:172			outinfectious			3.47173e-05
00:21:19:866			outinfectious			-6.52827e-05
00:21:20:767			outinfectious			3.47173e-05
00:21:22:462			outinfectious			-6.52827e-05
00:21:23:363			outinfectious			3.47173e-05
00:21:25:057			outinfectious			-6.52827e-05
00:21:25:958			outinfectious			3.47173e-05
00:21:27:652			outinfectious			-6.52827e-05
00:21:28:55447			outinfectious			3.47173e-05
00:21:30:248			outinfectious			-6.52827e-05
00:21:31:149			outinfectious			3.47173e-05
00:21:32:843			outinfectious			-6.52827e-05
00:21:33:744   		outinfectious			3.47173e-05
00:21:35:439			outinfectious			-6.52827e-05
00:21:36:340			outinfectious			3.47173e-05
00:21:38:034			outinfectious			-6.52827e-05
00:21:38:935   		outinfectious			3.47173e-05
00:21:40:6307			outinfectious			-6.52827e-05
00:21:41:5312			outinfectious			3.47173e-05
00:21:43:225			outinfectious			-6.52827e-05
00:21:44:126			outinfectious			3.47173e-05
00:21:45:820			outinfectious			-6.52827e-05
00:21:46:721			outinfectious			3.47173e-05
00:21:48:416			outinfectious			-6.52827e-05
00:21:49:317			outinfectious			3.47173e-05
00:21:51:011			outinfectious			-6.52827e-05
00:21:51:912   		outinfectious			3.47173e-05
00:21:53:607			outinfectious			-6.52827e-05
00:21:54:508			outinfectious			3.47173e-05
00:21:56:202			outinfectious			-6.52827e-05
00:21:57:103			outinfectious			3.47173e-05
00:21:58:797   		outinfectious			-6.52827e-05
00:21:59:69954			outinfectious			3.47173e-05
00:22:01:393			outinfectious			-6.52827e-05
00:22:02:294			outinfectious			3.47173e-05
00:22:03:988			outinfectious			-6.52827e-05
00:22:04:889			outinfectious			3.47173e-05
00:22:06:584			outinfectious			-6.52827e-05
00:22:07:485			outinfectious			3.47173e-05
00:22:09:179			outinfectious			-6.52827e-05
00:22:10:080			outinfectious			3.47173e-05
00:22:11:775			outinfectious			-6.52827e-05
00:22:12:6765			outinfectious			3.47173e-05
00:22:14:370			outinfectious			-6.52827e-05
00:22:15:271   		outinfectious			3.47173e-05
00:22:16:965			outinfectious			-6.52827e-05
00:22:17:866			outinfectious			3.47173e-05
00:22:19:561			outinfectious			-6.52827e-05
00:22:20:462			outinfectious			3.47173e-05
00:22:22:156			outinfectious			-6.52827e-05
00:22:23:057			outinfectious			3.47173e-05
00:22:24:752			outinfectious			-6.52827e-05
00:22:25:653			outinfectious			3.47173e-05
00:22:27:347			outinfectious			-6.52827e-05
00:22:28:248			outinfectious			3.47173e-05
00:22:29:942			outinfectious			-6.52827e-05
00:22:30:8446			outinfectious			3.47173e-05
00:22:32:538			outinfectious			-6.52827e-05
00:22:33:439   		outinfectious			3.47173e-05
00:22:35:133			outinfectious			-6.52827e-05
00:22:36:034			outinfectious			3.47173e-05
00:22:37:729			outinfectious			-6.52827e-05
00:22:38:630			outinfectious			3.47173e-05
00:22:40:324   		outinfectious			-6.52827e-05
00:22:41:225			outinfectious			3.47173e-05
00:22:42:920			outinfectious			-6.52827e-05
00:22:43:8216			outinfectious			3.47173e-05
00:22:45:515			outinfectious			-6.52827e-05
00:22:46:416			outinfectious			3.47173e-05
00:22:48:110			outinfectious			-6.52827e-05
00:22:49:011			outinfectious			3.47173e-05
00:22:50:706			outinfectious			-6.52827e-05
00:22:51:607			outinfectious			3.47173e-05
00:22:53:301			outinfectious			-6.52827e-05
00:22:54:202			outinfectious			3.47173e-05
00:22:55:897			outinfectious			-6.52827e-05
00:22:56:798			outinfectious			3.47173e-05
00:22:58:492			outinfectious			-6.52827e-05
00:22:59:393			outinfectious			3.47173e-05
00:23:01:087			outinfectious			-6.52827e-05
00:23:01:9899			outinfectious			3.47173e-05
00:23:03:683			outinfectious			-6.52827e-05
00:23:04:584			outinfectious			3.47173e-05
00:23:06:278			outinfectious			-6.52827e-05
00:23:07:179			outinfectious			3.47173e-05
00:23:08:874   		outinfectious			-6.52827e-05
00:23:09:775			outinfectious			3.47173e-05
00:23:11:469			outinfectious			-6.52827e-05
00:23:12:370			outinfectious			3.47173e-05
00:23:14:0651			outinfectious			-6.52827e-05
00:23:14:966   		outinfectious			3.47173e-05
00:23:16:660			outinfectious			-6.52827e-05
00:23:17:561			outinfectious			3.47173e-05
00:23:19:255			outinfectious			-6.52827e-05
00:23:20:156			outinfectious			3.47173e-05
00:23:21:851   		outinfectious			-6.52827e-05
00:23:22:752			outinfectious			3.47173e-05
00:23:24:446			outinfectious			-6.52827e-05
00:23:25:347			outinfectious			3.47173e-05
00:23:27:042			outinfectious			-6.52827e-05
00:23:27:943			outinfectious			3.47173e-05
00:23:29:637			outinfectious			-6.52827e-05
00:23:30:538			outinfectious			3.47173e-05
00:23:32:232			outinfectious			-6.52827e-05
00:23:33:1349			outinfectious			3.47173e-05
00:23:34:828			outinfectious			-6.52827e-05
00:23:35:729			outinfectious			3.47173e-05
00:23:37:423			outinfectious			-6.52827e-05
00:23:38:324			outinfectious			3.47173e-05
00:23:40:019			outinfectious			-6.52827e-05
00:23:40:920			outinfectious			3.47173e-05
00:23:42:614			outinfectious			-6.52827e-05
00:23:43:515			outinfectious			3.47173e-05
00:23:45:2104			outinfectious			-6.52827e-05
00:23:46:111			outinfectious			3.47173e-05
00:23:47:805			outinfectious			-6.52827e-05
00:23:48:706			outinfectious			3.47173e-05
00:23:50:400			outinfectious			-6.52827e-05
00:23:51:301			outinfectious			3.47173e-05
00:23:52:996			outinfectious			-6.52827e-05
00:23:53:897			outinfectious			3.47173e-05
00:23:55:591			outinfectious			-6.52827e-05
00:23:56:492			outinfectious			3.47173e-05
00:23:58:187			outinfectious			-6.52827e-05
00:23:59:088			outinfectious			3.47173e-05
00:24:00:782			outinfectious			-6.52827e-05
00:24:01:683			outinfectious			3.47173e-05
00:24:03:377   		outinfectious			-6.52827e-05
00:24:04:279			outinfectious			3.47173e-05
00:24:05:973			outinfectious			-6.52827e-05
00:24:06:874			outinfectious			3.47173e-05
00:24:08:568			outinfectious			-6.52827e-05
00:24:09:469   		outinfectious			3.47173e-05
00:24:11:164			outinfectious			-6.52827e-05
00:24:12:065			outinfectious			3.47173e-05
00:24:13:759			outinfectious			-6.52827e-05
00:24:14:660			outinfectious			3.47173e-05
00:24:16:3554			outinfectious			-6.52827e-05
00:24:17:256			outinfectious			3.47173e-05
00:24:18:950			outinfectious			-6.52827e-05
00:24:19:851			outinfectious			3.47173e-05
00:24:21:545			outinfectious			-6.52827e-05
00:24:22:446			outinfectious			3.47173e-05
00:24:24:141			outinfectious			-6.52827e-05
00:24:25:042			outinfectious			3.47173e-05
00:24:26:736			outinfectious			-6.52827e-05
00:24:27:637			outinfectious			3.47173e-05
00:24:29:332			outinfectious			-6.52827e-05
00:24:30:233			outinfectious			3.47173e-05
00:24:31:927			outinfectious			-6.52827e-05
00:24:32:828   		outinfectious			3.47173e-05
00:24:34:522			outinfectious			-6.52827e-05
00:24:35:4243			outinfectious			3.47173e-05
00:24:37:118   		outinfectious			-6.52827e-05
00:24:38:019			outinfectious			3.47173e-05
00:24:39:713			outinfectious			-6.52827e-05
00:24:40:614			outinfectious			3.47173e-05
00:24:42:309			outinfectious			-6.52827e-05
00:24:43:210			outinfectious			3.47173e-05
00:24:44:904			outinfectious			-6.52827e-05
00:24:45:805			outinfectious			3.47173e-05
00:24:47:5005			outinfectious			-6.52827e-05
00:24:48:401			outinfectious			3.47173e-05
00:24:50:095			outinfectious			-6.52827e-05
00:24:50:996   		outinfectious			3.47173e-05
00:24:52:690			outinfectious			-6.52827e-05
00:24:53:591			outinfectious			3.47173e-05
00:24:55:286			outinfectious			-6.52827e-05
00:24:56:187			outinfectious			3.47173e-05
00:24:57:881   		outinfectious			-6.52827e-05
00:24:58:782			outinfectious			3.47173e-05
00:25:00:477			outinfectious			-6.52827e-05
00:25:01:378			outinfectious			3.47173e-05
00:25:03:072			outinfectious			-6.52827e-05
00:25:03:973			outinfectious			3.47173e-05
00:25:05:667			outinfectious			-6.52827e-05
00:25:06:5693			outinfectious			3.47173e-05
00:25:08:263			outinfectious			-6.52827e-05
00:25:09:164			outinfectious			3.47173e-05
00:25:10:858			outinfectious			-6.52827e-05
00:25:11:759			outinfectious			3.47173e-05
00:25:13:454			outinfectious			-6.52827e-05
00:25:14:355   		outinfectious			3.47173e-05
00:25:16:049			outinfectious			-6.52827e-05
00:25:16:950			outinfectious			3.47173e-05
00:25:18:6458			outinfectious			-6.52827e-05
00:25:19:546			outinfectious			3.47173e-05
00:25:21:240   		outinfectious			-6.52827e-05
00:25:22:141			outinfectious			3.47173e-05
00:25:23:835			outinfectious			-6.52827e-05
00:25:24:736			outinfectious			3.47173e-05
00:25:26:431			outinfectious			-6.52827e-05
00:25:27:332			outinfectious			3.47173e-05
00:25:29:026			outinfectious			-6.52827e-05
00:25:29:927   		outinfectious			3.47173e-05
00:25:31:622			outinfectious			-6.52827e-05
00:25:32:523			outinfectious			3.47173e-05
00:25:34:217			outinfectious			-6.52827e-05
00:25:35:118			outinfectious			3.47173e-05
00:25:36:812			outinfectious			-6.52827e-05
00:25:37:7144			outinfectious			3.47173e-05
00:25:39:408   		outinfectious			-6.52827e-05
00:25:40:309			outinfectious			3.47173e-05
00:25:42:003			outinfectious			-6.52827e-05
00:25:42:904			outinfectious			3.47173e-05
00:25:44:599			outinfectious			-6.52827e-05
00:25:45:500			outinfectious			3.47173e-05
00:25:47:194			outinfectious			-6.52827e-05
00:25:48:095			outinfectious			3.47173e-05
00:25:49:7908			outinfectious			-6.52827e-05
00:25:50:691			outinfectious			3.47173e-05
00:25:52:385			outinfectious			-6.52827e-05
00:25:53:286			outinfectious			3.47173e-05
00:25:54:980			outinfectious			-6.52827e-05
00:25:55:881   		outinfectious			3.47173e-05
00:25:57:576			outinfectious			-6.52827e-05
00:25:58:477			outinfectious			3.47173e-05
00:26:00:171			outinfectious			-6.52827e-05
00:26:01:072			outinfectious			3.47173e-05
00:26:02:767   		outinfectious			-6.52827e-05
00:26:03:668			outinfectious			3.47173e-05
00:26:05:362			outinfectious			-6.52827e-05
00:26:06:263			outinfectious			3.47173e-05
00:26:07:957			outinfectious			-6.52827e-05
00:26:08:8597			outinfectious			3.47173e-05
00:26:10:553			outinfectious			-6.52827e-05
00:26:11:454			outinfectious			3.47173e-05
00:26:13:148			outinfectious			-6.52827e-05
